product_id,product_name,rank,intent_id,intent_name,score,evidence,reason,ontology_version,labeling_run_id,model,created_at
P131,Smart Digital Photo Frame,3,IN_CET_01,Electronic Devices & Gadgets,0.8,smart digital photo frame | wi-fi connected frame,This is an electronic device for displaying digital content.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P131,Smart Digital Photo Frame,4,IN_GSO_01,Thoughtful & Personalized Gifts,0.7,sharing family celebration photos,A photo frame filled with family memories makes a thoughtful and personalized gift.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P131,Smart Digital Photo Frame,5,IN_PEP_01,Event Hosting & Supplies,0.6,sharing family celebration photos,Displaying celebration photos is relevant to events and gatherings.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P132,Portable Beverage Cooler,1,IN_PEP_01,Event Hosting & Supplies,1.0,for wedding outdoor celebrations,The cooler is explicitly designed for use at events and celebrations.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P132,Portable Beverage Cooler,2,IN_GOL_02,Outdoor Space Enhancement,0.9,outdoor celebrations,The cooler is suitable for use in outdoor living areas.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P132,Portable Beverage Cooler,3,IN_KDE_02,Dining & Serveware,0.8,beverage cooler,"A beverage cooler is used for serving drinks, enhancing meal presentation and convenience.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P132,Portable Beverage Cooler,4,IN_TC_01,Travel Essentials & Efficiency,0.7,portable beverage cooler | compact electric cooler,Its portability and compact nature make it suitable for travel or moving to different locations.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P132,Portable Beverage Cooler,5,IN_HASD_01,Smart Home & Appliance Upgrades,0.6,electric cooler,"As an electric appliance, it contributes to home functionality, even if portable.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P133,Smoke Machine,1,IN_PEP_01,Event Hosting & Supplies,1.0,for hosting,The product is explicitly designed for event hosting purposes.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P133,Smoke Machine,2,IN_HDA_01,Enhancing Home Aesthetics,0.7,led lights,LED lights can enhance the visual atmosphere of a space.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P133,Smoke Machine,3,IN_CET_01,Electronic Devices & Gadgets,0.6,smoke machine,A smoke machine is an electronic device.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P133,Smoke Machine,4,IN_ACH_01,Creative Pursuits & Supplies,0.5,fog machine with led lights,It can be used for special effects in creative projects or performances.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P133,Smoke Machine,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.4,for hosting,This could be a suitable gift for someone who enjoys hosting events.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P134,Cooling Neck Fan,1,IN_WR_01,Personal Relaxation & Comfort,1.0,cooling neck fan for beach heat,The product provides personal comfort and relief from heat.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P134,Cooling Neck Fan,2,IN_TC_01,Travel Essentials & Efficiency,0.9,portable usb fan,Its portability makes it ideal for travel or outdoor excursions.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P134,Cooling Neck Fan,3,IN_ORS_01,Outdoor Gear & Activities,0.8,for beach heat,It is designed for use in outdoor environments like the beach.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P134,Cooling Neck Fan,4,IN_CET_01,Electronic Devices & Gadgets,0.7,usb fan,It is an electronic device for personal use.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P134,Cooling Neck Fan,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.6,cooling neck fan,This could be a practical gift for someone who spends time outdoors or in hot climates.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P135,Electric Hand Warmer,1,IN_WR_01,Personal Relaxation & Comfort,1.0,hand warmer for cold-season comfort,The product directly provides warmth and comfort to the user.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P135,Electric Hand Warmer,2,IN_TC_01,Travel Essentials & Efficiency,0.9,rechargeable pocket warmer,Its portability makes it suitable for travel or daily commutes in cold weather.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P135,Electric Hand Warmer,3,IN_ORS_01,Outdoor Gear & Activities,0.8,pocket warmer for cold-season,It is useful for staying warm during outdoor activities in cold weather.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P135,Electric Hand Warmer,4,IN_CET_01,Electronic Devices & Gadgets,0.7,"electric hand warmer, rechargeable",It is a rechargeable electronic device.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P135,Electric Hand Warmer,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.6,electric hand warmer,This could be a thoughtful gift for someone sensitive to cold or who spends time outdoors.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P136,Smartwatch Series 9,1,IN_CET_01,Electronic Devices & Gadgets,1.0,"smartwatch series 9, tech upgrade",A smartwatch is a prime example of an electronic device or gadget.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P136,Smartwatch Series 9,2,IN_FA_02,Personal Accessories & Adornment,0.9,smartwatch,A smartwatch is worn as a personal accessory.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P136,Smartwatch Series 9,3,IN_PBS_01,Advanced Work & Productivity,0.8,smartwatch,Smartwatches often offer features that enhance productivity and organization.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P136,Smartwatch Series 9,4,IN_HF_01,Fitness & Exercise Equipment,0.7,smartwatch,Many smartwatches have fitness tracking capabilities.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P136,Smartwatch Series 9,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.6,high-value tech upgrade,A high-value tech item like this is often purchased as a gift.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P137,Robot Vacuum & Mop,1,IN_CHE_01,Home Cleaning & Maintenance,1.0,"robot vacuum & mop, automated cleaner",This product directly provides solutions for keeping living spaces tidy and hygienic.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P137,Robot Vacuum & Mop,2,IN_HASD_01,Smart Home & Appliance Upgrades,0.95,"robot vacuum & mop, laser-mapping automated cleaner","It is a modern, automated device that improves home functionality.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P137,Robot Vacuum & Mop,3,IN_CET_01,Electronic Devices & Gadgets,0.7,robot vacuum & mop,A robot vacuum is an electronic device for home utility.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P137,Robot Vacuum & Mop,4,IN_HDA_01,Enhancing Home Aesthetics,0.6,automated cleaner,A clean home contributes to an enhanced aesthetic.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P137,Robot Vacuum & Mop,5,IN_HOS_01,Efficient Home Organization,0.5,automated cleaner,Automated cleaning contributes to a well-managed and efficient home environment.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P138,Gaming Console (Next-Gen),1,IN_GE_01,Video Games & Consoles,1.0,gaming console,This product is the core item for interactive digital entertainment.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P138,Gaming Console (Next-Gen),2,IN_CET_01,Electronic Devices & Gadgets,0.9,"gaming console, latest hardware",A gaming console is a sophisticated electronic device.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P138,Gaming Console (Next-Gen),3,IN_BMM_02,Music & Audio Entertainment,0.7,gaming console,Modern gaming consoles often serve as comprehensive media centers for audio and video content.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P138,Gaming Console (Next-Gen),4,IN_WR_01,Personal Relaxation & Comfort,0.65,gaming console,Gaming provides a form of entertainment and relaxation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P138,Gaming Console (Next-Gen),5,IN_GSO_01,Thoughtful & Personalized Gifts,0.6,bfcm category promotion,"Gaming consoles are popular gifts, especially during promotional periods.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P139,Soundbar (Dolby Atmos),1,IN_BMM_02,Music & Audio Entertainment,1.0,"soundbar, home theater audio system",This product is specifically designed to enhance audio content for entertainment.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P139,Soundbar (Dolby Atmos),2,IN_HASD_01,Smart Home & Appliance Upgrades,0.9,"soundbar, home theater audio system","It is an upgrade to home functionality, specifically for entertainment systems.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P139,Soundbar (Dolby Atmos),3,IN_CET_01,Electronic Devices & Gadgets,0.85,"soundbar, home theater audio system",A soundbar is an electronic device for home entertainment.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P139,Soundbar (Dolby Atmos),4,IN_HDA_01,Enhancing Home Aesthetics,0.65,"soundbar, home theater audio system",A soundbar can contribute to the modern aesthetic of a living space.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P139,Soundbar (Dolby Atmos),5,IN_WR_01,Personal Relaxation & Comfort,0.6,home theater audio system,Enhanced audio contributes to a more immersive and comfortable entertainment experience.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P140,Wireless Security Camera,1,IN_HMS_02,Home Safety & Security,1.0,wireless security camera,This product directly enhances the safety and security of the home.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P140,Wireless Security Camera,2,IN_HASD_01,Smart Home & Appliance Upgrades,0.95,wireless security camera,It is a modern device that improves home functionality and security through monitoring.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P140,Wireless Security Camera,3,IN_CET_01,Electronic Devices & Gadgets,0.8,wireless security camera,A security camera is an electronic device for monitoring and connectivity.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P140,Wireless Security Camera,4,IN_WR_01,Personal Relaxation & Comfort,0.65,security camera,Knowing one's home is secure can provide peace of mind and comfort.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P140,Wireless Security Camera,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.55,for deals,"Security cameras can be practical and thoughtful gifts, especially when offered at a good value.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P141,Tablet (10-inch),1,IN_CET_01,Electronic Devices & Gadgets,0.95,tablet (10-inch),A tablet is a primary electronic device for computing and entertainment.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P141,Tablet (10-inch),2,IN_BMM_02,Music & Audio Entertainment,0.85,tablet,Tablets are commonly used for consuming music and other audio content.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P141,Tablet (10-inch),3,IN_GE_01,Video Games & Consoles,0.8,tablet,"Many users play video games on tablets, making it a relevant gaming device.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P141,Tablet (10-inch),4,IN_BMM_01,Reading & Literature,0.75,tablet,Tablets serve as e-readers for books and other literary materials.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P141,Tablet (10-inch),5,IN_GSO_01,Thoughtful & Personalized Gifts,0.6,budget-friendly tablet for mid-year festival,The mention of 'mid-year festival' suggests it could be purchased as a gift.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P142,Portable SSD 500GB,1,IN_CET_01,Electronic Devices & Gadgets,0.95,portable ssd 500gb,A portable SSD is an essential electronic accessory for data storage.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P142,Portable SSD 500GB,2,IN_PBS_01,Advanced Work & Productivity,0.88,high-speed external storage for tech upgrades,High-speed external storage is crucial for demanding work and productivity tasks.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P142,Portable SSD 500GB,3,IN_PV_02,Photo & Video Editing,0.85,high-speed external storage,Fast external storage is vital for managing and editing large photo and video files.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P142,Portable SSD 500GB,4,IN_GE_01,Video Games & Consoles,0.7,external storage,Gamers often use external SSDs to expand console or PC game storage.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P142,Portable SSD 500GB,5,IN_HMS_01,Home Repairs & DIY,0.6,tech upgrades,'Tech upgrades' can involve DIY installation or improvement of home electronics.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P143,Mechanical Keyboard,1,IN_CET_01,Electronic Devices & Gadgets,0.95,mechanical keyboard,A mechanical keyboard is a fundamental electronic accessory for computers.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P143,Mechanical Keyboard,2,IN_PBS_01,Advanced Work & Productivity,0.88,wired keyboard for pc upgrades,Mechanical keyboards are often preferred for their tactile feedback in demanding work environments.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P143,Mechanical Keyboard,3,IN_GE_01,Video Games & Consoles,0.85,rgb-backlit wired keyboard,RGB-backlit mechanical keyboards are highly popular among video game enthusiasts.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P143,Mechanical Keyboard,4,IN_HMS_01,Home Repairs & DIY,0.65,pc upgrades,'PC upgrades' can involve DIY component replacement or enhancement.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P143,Mechanical Keyboard,5,IN_HDA_01,Enhancing Home Aesthetics,0.6,rgb-backlit,RGB backlighting can contribute to the aesthetic appeal of a personal workspace or gaming setup.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P144,Wireless Charging Pad,1,IN_CET_01,Electronic Devices & Gadgets,0.95,wireless charging pad,A wireless charging pad is a common electronic accessory for mobile devices.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P144,Wireless Charging Pad,2,IN_HASD_01,Smart Home & Appliance Upgrades,0.88,wireless charging pad,Wireless charging solutions contribute to modernizing and automating home functionality.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P144,Wireless Charging Pad,3,IN_HOS_01,Efficient Home Organization,0.75,wireless charging pad,"Wireless charging helps reduce cable clutter, contributing to better home organization.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P144,Wireless Charging Pad,4,IN_TC_01,Travel Essentials & Efficiency,0.65,wireless charging pad,A portable wireless charging pad can be a convenient item for travel efficiency.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P144,Wireless Charging Pad,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.55,impulse stock-up,An 'impulse stock-up' could indicate purchasing items for future gifting occasions.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P145,"PC Monitor 27"" IPS",1,IN_CET_01,Electronic Devices & Gadgets,1.0,PC Monitor 27 IPS,A PC monitor is a fundamental electronic device for computing and display purposes.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P145,"PC Monitor 27"" IPS",2,IN_GE_01,Video Games & Consoles,0.8,144hz gaming/work monitor,A high refresh rate monitor is essential for an optimal gaming experience.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P145,"PC Monitor 27"" IPS",3,IN_PBS_01,Advanced Work & Productivity,0.7,gaming/work monitor,A quality monitor enhances productivity for demanding work and study tasks.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P145,"PC Monitor 27"" IPS",4,IN_BMM_02,Music & Audio Entertainment,0.4,monitor for tech promotions,"Monitors are used for consuming various forms of entertainment, including audio-visual content.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P145,"PC Monitor 27"" IPS",5,IN_PV_02,Photo & Video Editing,0.3,PC Monitor 27 IPS,"An IPS monitor is often preferred for its color accuracy, which is important for photo and video editing.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P146,Golf Putting Mat,1,IN_ORS_01,Outdoor Gear & Activities,1.0,golf putting mat,"This mat is designed for practicing golf, an outdoor activity.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P146,Golf Putting Mat,2,IN_HF_01,Fitness & Exercise Equipment,0.8,indoor practice mat,"Using a putting mat involves physical activity and skill development, aligning with fitness goals.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P146,Golf Putting Mat,3,IN_HOS_01,Efficient Home Organization,0.3,indoor practice mat,"As an indoor item, it requires space and efficient storage within the home.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P147,Yoga Mat (Extra Thick),1,IN_HF_01,Fitness & Exercise Equipment,1.0,yoga mat,A yoga mat is a primary accessory for physical activity and exercise routines.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P147,Yoga Mat (Extra Thick),2,IN_WR_01,Personal Relaxation & Comfort,0.9,non-slip mat for joint protection,"Yoga is often practiced for relaxation and well-being, with the mat enhancing comfort.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P147,Yoga Mat (Extra Thick),3,IN_PCH_01,Daily Hygiene & Grooming,0.6,yoga mat,Yoga is a self-care routine that contributes to personal well-being.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P147,Yoga Mat (Extra Thick),4,IN_HOS_01,Efficient Home Organization,0.4,yoga mat,"As an item used at home, it needs to be stored and managed efficiently.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P147,Yoga Mat (Extra Thick),5,IN_GSO_01,Thoughtful & Personalized Gifts,0.3,yoga mat,A yoga mat can be a practical and thoughtful gift for someone interested in fitness or wellness.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P148,Resistance Band Set,1,IN_HF_01,Fitness & Exercise Equipment,1.0,resistance band set,Resistance bands are essential equipment for strength training and physical fitness.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P148,Resistance Band Set,2,IN_PCH_01,Daily Hygiene & Grooming,0.7,strength training,Strength training contributes to personal well-being and self-care routines.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P148,Resistance Band Set,3,IN_WR_01,Personal Relaxation & Comfort,0.6,strength training,Engaging in physical activity can be a form of stress relief and promote overall well-being.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P148,Resistance Band Set,4,IN_HOS_01,Efficient Home Organization,0.4,resistance band set,"As a set of items used at home, they require efficient storage and management.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P148,Resistance Band Set,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.3,resistance band set,Fitness equipment like resistance bands can be a thoughtful gift for health-conscious individuals.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P149,Foam Roller,1,IN_HF_01,Fitness & Exercise Equipment,1.0,foam roller | muscle recovery,Foam rollers are fundamental equipment for physical activity and post-exercise recovery.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P149,Foam Roller,2,IN_WR_01,Personal Relaxation & Comfort,0.8,muscle recovery,Using a foam roller for muscle recovery contributes to physical comfort and well-being.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P149,Foam Roller,3,IN_PCH_01,Daily Hygiene & Grooming,0.6,muscle recovery,Muscle recovery is an important aspect of a comprehensive personal self-care routine.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P149,Foam Roller,4,IN_GSO_01,Thoughtful & Personalized Gifts,0.4,Foam Roller,A foam roller can be a practical gift for individuals focused on fitness or wellness.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P150,Adjustable Dumbbells,1,IN_HF_01,Fitness & Exercise Equipment,1.0,adjustable dumbbells | weights,Adjustable dumbbells are essential equipment for strength training and physical fitness.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P150,Adjustable Dumbbells,2,IN_HOS_01,Efficient Home Organization,0.9,space-saving weights,The 'space-saving' design directly addresses the need for efficient storage of fitness equipment in the home.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P150,Adjustable Dumbbells,3,IN_PCH_01,Daily Hygiene & Grooming,0.7,weights,Engaging in fitness activities with dumbbells is a key part of maintaining personal health and self-care.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P150,Adjustable Dumbbells,4,IN_GSO_01,Thoughtful & Personalized Gifts,0.5,adjustable dumbbells,Adjustable dumbbells can be a thoughtful gift for someone dedicated to home fitness.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P150,Adjustable Dumbbells,5,IN_WR_01,Personal Relaxation & Comfort,0.3,weights,Engaging in physical exercise with weights can contribute to mental well-being and stress reduction.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P151,Massage Gun,1,IN_WR_01,Personal Relaxation & Comfort,1.0,massage gun | percussion therapy,This device is specifically designed to provide physical relief and promote relaxation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P151,Massage Gun,2,IN_HF_01,Fitness & Exercise Equipment,0.9,percussion therapy,Massage guns are widely used for muscle recovery and performance enhancement in fitness routines.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P151,Massage Gun,3,IN_PCH_01,Daily Hygiene & Grooming,0.7,percussion therapy device,Incorporating a massage gun into a routine is part of maintaining personal well-being and self-care.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P151,Massage Gun,4,IN_GSO_01,Thoughtful & Personalized Gifts,0.6,massage gun,A massage gun is a popular and appreciated gift for individuals focused on health and wellness.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P151,Massage Gun,5,IN_CET_01,Electronic Devices & Gadgets,0.5,device,A massage gun is an electronic device providing a specific function for personal use.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P152,Essential Oil Diffuser,1,IN_WR_01,Personal Relaxation & Comfort,1.0,aromatherapy and wellness,Essential oil diffusers are primarily used to create a calming atmosphere and promote relaxation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P152,Essential Oil Diffuser,2,IN_HDA_01,Enhancing Home Aesthetics,0.9,essential oil diffuser,Diffusers often serve as decorative elements that enhance the ambiance and visual appeal of a living space.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P152,Essential Oil Diffuser,3,IN_PCH_01,Daily Hygiene & Grooming,0.8,wellness,Aromatherapy and wellness practices are integral to daily self-care routines.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P152,Essential Oil Diffuser,4,IN_GSO_01,Thoughtful & Personalized Gifts,0.7,essential oil diffuser,An essential oil diffuser is a popular and thoughtful gift for promoting well-being and home comfort.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P152,Essential Oil Diffuser,5,IN_HASD_01,Smart Home & Appliance Upgrades,0.6,ultrasonic mist,"As a modern electronic device enhancing home comfort, it aligns with improving home functionality.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P153,Smart Fitness Tracker,1,IN_HF_01,Fitness & Exercise Equipment,1.0,smart fitness tracker | heart rate and sleep monitor,"This device is designed to track physical activity and health metrics, directly supporting fitness goals.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P153,Smart Fitness Tracker,2,IN_CET_01,Electronic Devices & Gadgets,0.9,smart fitness tracker | gps,It is an electronic device with advanced features for computing and connectivity.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P153,Smart Fitness Tracker,3,IN_HASD_01,Smart Home & Appliance Upgrades,0.8,smart fitness tracker,This is a smart device that enhances personal functionality through modern technology.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P153,Smart Fitness Tracker,4,IN_PCH_01,Daily Hygiene & Grooming,0.7,sleep monitor | heart rate,Monitoring sleep and heart rate contributes to overall personal health and daily self-care routines.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P153,Smart Fitness Tracker,5,IN_WR_01,Personal Relaxation & Comfort,0.6,sleep monitor,Improving sleep quality directly promotes personal relaxation and comfort.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P154,Ab Roller Wheel,1,IN_HF_01,Fitness & Exercise Equipment,1.0,ab roller wheel | core stability workouts,This is a piece of equipment specifically designed for physical exercise and strengthening.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P154,Ab Roller Wheel,2,IN_PCH_01,Daily Hygiene & Grooming,0.4,core stability workouts,Regular exercise is a component of maintaining personal health and well-being.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P154,Ab Roller Wheel,3,IN_WR_01,Personal Relaxation & Comfort,0.3,workouts,Engaging in physical activity can contribute to stress relief and overall personal comfort.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P155,Jump Rope (Weighted),1,IN_HF_01,Fitness & Exercise Equipment,1.0,jump rope (weighted) | speed rope for cardio and endurance,This is a classic piece of equipment used for physical activity and improving fitness.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P155,Jump Rope (Weighted),2,IN_PCH_01,Daily Hygiene & Grooming,0.4,cardio and endurance,Engaging in cardio and endurance activities contributes to overall personal health and well-being.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P155,Jump Rope (Weighted),3,IN_WR_01,Personal Relaxation & Comfort,0.3,cardio and endurance,Physical activity like jumping rope can be a way to relieve stress and improve mental comfort.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P156,Epsom Salt (Unscented),1,IN_WR_01,Personal Relaxation & Comfort,1.0,soothing muscle baths,The primary use of Epsom salt for baths is to promote physical relaxation and comfort.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P156,Epsom Salt (Unscented),2,IN_PCH_01,Daily Hygiene & Grooming,0.9,soothing muscle baths,Using Epsom salt for baths is part of a personal care routine for physical well-being.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P156,Epsom Salt (Unscented),3,IN_GSO_01,Thoughtful & Personalized Gifts,0.5,epsom salt,Epsom salt can be included in a self-care gift basket for relaxation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P156,Epsom Salt (Unscented),4,IN_CHE_01,Home Cleaning & Maintenance,0.3,epsom salt,"Epsom salt has various household uses, including cleaning, even if not its primary stated purpose here.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
